No,Project_name,Municipality,Sector,Currency,Budget,YearStart,YearEnd,Funding_Donor,Implementing_Partner,Status,SDG_Alignment,NSDP_Alignment,duration_years,project_status,budget_clean,unit_of_analysis,activity_group,beneficiary_data_available,budget_normalized,derived_status,level_areas
228,Subsidies for Community Leaders,Ermera,Local Development,USD,1449640.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,14496400.0,Activity record,,False,True,True,Municipality
233,"Municipality Authority, Ermera",Ermera,Local Development,USD,2221969.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,22219690.0,Activity record,,False,True,True,Municipality
438,Access to Justice - Cadastral Services; Registration and Notary Services,Ermera,Local Development,USD,61614.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,616140.0,Activity record,,False,True,True,Municipality
439,Transport - Management of Parking Zones,Ermera,Local Development,USD,5943.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,59430.0,Activity record,,False,True,True,Municipality
440,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Ermera,Local Development,USD,1583124.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,15831240.0,Activity record,,False,True,True,Municipality
441,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Ermera,Local Development,USD,1584899.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,15848990.0,Activity record,,False,True,True,Municipality
237,"Public Administration, Municipality of Lautem",Lautem,Local Development,USD,1002641.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,10026410.0,Activity record,,False,True,True,Municipality
454,"Administrative Decentralization - Iliomar, Tutuala, Lospalos, Lautem, Luro, Lore",Lautem,Local Development,USD,339745.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,3397450.0,Activity record,,False,True,True,Municipality
460,Transport - Management of Parking Zones,Lautem,Local Development,USD,13220.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,132200.0,Activity record,,False,True,True,Municipality
461,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Lautem,Local Development,USD,807239.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,8072390.0,Activity record,,False,True,True,Municipality
462,institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Lautem,Local Development,USD,1485130.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,14851300.0,Activity record,,False,True,True,Municipality
238,"Public Administration, Municipality of Liquica",Liquica,Local Development,USD,853616.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,8536160.0,Activity record,,False,True,True,Municipality
472,"Administrative Decentralization - Bazartete, Maubara, Liquica, Loes",Liquica,Local Development,USD,204743.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,2047430.0,Activity record,,False,True,True,Municipality
239,"Public Administration, Municipality of Manatuto",Manatuto,Local Development,USD,1087652.05,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,108765205.0,Activity record,,False,True,True,Municipality
495,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Manatuto,Local Development,USD,857203.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,8572030.0,Activity record,,False,True,True,Municipality
632,Construction of New Municipal Building - PDIM,Manatuto,Local Development,USD,5305636.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,53056360.0,Activity record,,False,True,True,Municipality
633,Consultant Services for the Construction of New Municipal Building - PDIM,Manatuto,Local Development,USD,413090.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,4130900.0,Activity record,,False,True,True,Municipality
240,"Public Administration, Municipality of Manufahi",Manufahi,Local Development,USD,908552.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,9085520.0,Activity record,,False,True,True,Municipality
512,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Manufahi,Local Development,USD,873522.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,8735220.0,Activity record,,False,True,True,Municipality
513,Institutional Development - Human Resource Management; Asset management and Logistics; Administrative Management and Finance,Manufahi,Local Development,USD,1662151.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,16621510.0,Activity record,,False,True,True,Municipality
551,"Rural and Urban Development - Develop, Implement the toponomy system; Manage, Prepare policies opinions and information; Support for cooperatives",Oecusse,Local Development,USD,35508.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,355080.0,Activity record,,False,True,True,Municipality
555,"Institutional Functioning - Integrated gender approach; Inspection, Supervision, Audit; Functioning of the Executive Committee; Research",Oecusse,Local Development,USD,193138.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1931380.0,Activity record,,False,True,True,Municipality
557,Partnerships - Financial support for civil society producer associations and cooperatives; Partnership with UNDP,Oecusse,Local Development,USD,504679.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,5046790.0,Activity record,,False,True,True,Municipality
241,"Public Administration, Municipality of Viqueque",Viqueque,Local Development,USD,1082030.0,2025,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,10820300.0,Activity record,,False,True,True,Municipality
534,Municipal Integrated Development Planning,Viqueque,Local Development,USD,1391577.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,13915770.0,Activity record,,False,True,True,Municipality
538,Institutional Functioning - Planning strategic development and policy guidance; Subsidies for community leaders; Strengthen of Suco administration,Viqueque,Local Development,USD,1474456.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,14744560.0,Activity record,,False,True,True,Municipality
623,Opening of New Road to the Garbage Dump of  Municipality of Viqueque - Uma Kik; PDIM,Viqueque,Local Development,USD,237861.0,2024,2024.0,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,2378610.0,Activity record,,False,True,True,Municipality
624,New Construction EBF - Uaimori - Viqueque Vila; PDIM,Viqueque,Local Development,USD,175515.0,2024,2024.0,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,,,1755150.0,Activity record,,False,True,True,Municipality
625,"New Construction of SEFOPE Building, Viqueque Municipality - Viqueque Vila; PDIM",Viqueque,Local Development,USD,258680.0,2024,2025.0,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,,,2586800.0,Activity record,,False,True,True,Municipality
626,New Construction EBC 01 - Viqueque Vila; PDIM,Viqueque,Local Development,USD,181669.0,2024,2025.0,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,,,1816690.0,Activity record,,False,True,True,Municipality
627,Rehabilitation of the Market Olobay - Wesa - Viqueque Vila; PDIM,Viqueque,Local Development,USD,273952.0,2025,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,2739520.0,Activity record,,False,True,True,Municipality
25,Asian Development Bank Outlook and Asian Development Policy Report,Timor-Leste,Multi sector,USD,1500000.0,2025,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,15000000.0,Activity record,,False,True,True,National
32,"Accelerating Climate Action, Innovation, and Private Sector Development Through Sector Operations",Timor-Leste,Multi sector,USD,14800000.0,2024,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,148000000.0,Activity record,,False,True,True,National
37,Strengthening Accountability Capacities to Address Environmental and Social Safeguards Complaints in ADB-Assisted Projects,Timor-Leste,Multi sector,USD,1000000.0,2024,,ADB,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,,10000000.0,Activity record,,False,True,True,National
113,Market Development Facility (MDF),Timor-Leste,Multi sector,USD,8403000.0,2023,2027.0,DFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,84030000.0,Activity record,,False,True,True,National
119,Australian NGO Cooperation Program – ANCP,Timor-Leste,Multi sector,USD,94311400.0,2025,2025.0,DFAT,Australian NGOs,Ongoing - Active,4. Transforming Education,1. Social Capital,,,943114000.0,Activity record,,False,True,True,National
123,ASEAN 2024 Food and Agribusiness Value Chains Short Course,Timor-Leste,Multi sector,USD,368000.0,2023,2024.0,MFAT,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,3680000.0,Activity record,,False,True,True,National
129,"Climate Finance for Community Resilience: Monitoring, Evaluation, Research and Learning",Timor-Leste,Multi sector,USD,66000.0,2024,2025.0,MFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,660000.0,Activity record,,False,True,True,National
130,Climate Finance for Community Resilience,Timor-Leste,Multi sector,USD,704000.0,2024,2026.0,MFAT,Not identified,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,7040000.0,Activity record,,False,True,True,National
132,Climate Finance for Community Resilience,Timor-Leste,Multi sector,USD,1590000.0,2023,2026.0,MFAT,Not identified,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,15900000.0,Activity record,,False,True,True,National
142,Negotiated Partnership: ADRA,Timor-Leste,Multi sector,USD,5560000.0,2023,2026.0,MFAT,ADRA New Zealand,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,55600000.0,Activity record,,False,True,True,National
143,Negotiated Partnership: Caritas,Timor-Leste,Multi sector,USD,4165000.0,2023,2026.0,MFAT,Caritas New Zealand,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,41650000.0,Activity record,,False,True,True,National
144,Negotiated Partnership: ChildFund,Timor-Leste,Multi sector,USD,5460000.0,2023,2025.0,MFAT,ChildFund,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,54600000.0,Activity record,,False,True,True,National
145,Negotiated Partnership: UNICEF,Timor-Leste,Multi sector,USD,7930000.0,2023,2026.0,MFAT,UNICEF,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,79300000.0,Activity record,,False,True,True,National
146,Negotiated Partnerships: Oxfam,Timor-Leste,Multi sector,USD,6060000.0,2023,2026.0,MFAT,Oxfam New Zealand,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,60600000.0,Activity record,,False,True,True,National
148,NP: World Vision,Timor-Leste,Multi sector,USD,9960000.0,2023,2025.0,MFAT,World Vision New Zealand,Ongoing - Active,4. Transforming Education,1. Social Capital,,,99600000.0,Activity record,,False,True,True,National
190,Tourism Development,Timor-Leste,Multi sector,USD,7143904.52,2023,2027.0,MFAT,Not identified,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,714390452.0,Activity record,,False,True,True,National
191,Volunteer Service Abroad Volunteering for International Development Programme 2023-2025,Timor-Leste,Multi sector,USD,20233182.0,2023,2025.0,MFAT,VSA Volunteers New Zealand,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,202331820.0,Activity record,,False,True,True,National
192,VSA MERL 2023-2025: Evaluation of 'VSA 2023-25 NZ Volunteer Programme Activity',Timor-Leste,Multi sector,USD,182917.22,2024,2025.0,MFAT,VSA Volunteers New Zealand,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,18291722.0,Activity record,,False,True,True,National
279,"Population and housing census project, including Demographic Health Survey",Timor-Leste,Multi sector,USD,2307243.0,2023,2031.0,UNFPA,UNFPA,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,23072430.0,Activity record,,False,True,True,National
523,Tais safeguarding plan project,Timor-Leste,Multi sector,USD,265895.0,2023,2025.0,UNESCO,UNESCO,Completed,5. Job & Social Protection,2. Infrastructure Development,,,2658950.0,Activity record,,False,True,True,National
267,Nutrition and Social Protection – Contribution Agreement with entrusted Entity,Timor-Leste,Nutrition,USD,11360000.0,2025,2029.0,EU,"WFP, UNICEF, ILO",Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,113600000.0,Activity record,,False,True,True,National
268,Nutrition and Social Protection – Support through CSOs,Timor-Leste,Nutrition,USD,2272000.0,2025,2028.0,EU,"N/A, three NGOs pre-selected",Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,22720000.0,Activity record,,False,True,True,National
306,Municipal Secretariat for Integrated Planning and Development,Aileu,PDIM,USD,966240.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,9662400.0,Activity record,,False,True,True,Municipality
347,Municipal Integrated Development Planning,Ainaro,PDIM,USD,500711.0,2025,,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,5007110.0,Activity record,,False,True,True,Municipality
357,Municipal Integrated Development Planning,Baucau,PDIM,USD,1419212.0,2025,,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,14192120.0,Activity record,,False,True,True,Municipality
392,Administrative Decentralization and Local Authority,Bobonaro,PDIM,USD,1375782.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,13757820.0,Activity record,,False,True,True,Municipality
411,Administrative Decentralization and Local Authority - Municipal Integrated Development Planning,Covalima,PDIM,USD,846874.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,8468740.0,Activity record,,False,True,True,Municipality
415,Municipal Integrated Development Planning,Dili,PDIM,USD,859554.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,8595540.0,Activity record,,False,True,True,Municipality
597,Construction of School EBF Bubria - Fatubesi,Ermera,PDIM,USD,82500.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,825000.0,Activity record,,False,True,True,Municipality
598,Rehabilitation of Rural Road - Manusae - Fatubolu,Ermera,PDIM,USD,190944.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1909440.0,Activity record,,False,True,True,Municipality
599,Construction of Water System - Baboe Leten,Ermera,PDIM,USD,156238.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1562380.0,Activity record,,False,True,True,Municipality
600,Construction of Irrigation System - Samara,Ermera,PDIM,USD,383016.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,,3830160.0,Activity record,,False,True,True,Municipality
601,Construction of School EBF Hularema - Poetete,Ermera,PDIM,USD,95877.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,958770.0,Activity record,,False,True,True,Municipality
602,Construction of Health Center - Katrai Leten,Ermera,PDIM,USD,412827.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,4128270.0,Activity record,,False,True,True,Municipality
603,Construction of Market - Dukurai,Ermera,PDIM,USD,151058.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,1510580.0,Activity record,,False,True,True,Municipality
604,Construction of Cadastral Building - Talimoro,Ermera,PDIM,USD,99949.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,999490.0,Activity record,,False,True,True,Municipality
605,Rehabilitation of Rural Road - Parami,Ermera,PDIM,USD,200059.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,2000590.0,Activity record,,False,True,True,Municipality
606,Construction of Irrigation System - Tata Ailelo,Ermera,PDIM,USD,191737.0,2024,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,1917370.0,Activity record,,False,True,True,Municipality
607,Construction of Central School for Basic Education C1 - Ducurai,Ermera,PDIM,USD,90036.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,900360.0,Activity record,,False,True,True,Municipality
608,Construction of Central School for Basic Education C2 - Ducurai,Ermera,PDIM,USD,106063.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,,1060630.0,Activity record,,False,True,True,Municipality
609,Construction of Central School for Basic Education - Baboe Leten,Ermera,PDIM,USD,94989.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,949890.0,Activity record,,False,True,True,Municipality
610,Construction of Health Center - Lebululi,Ermera,PDIM,USD,128088.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,1280880.0,Activity record,,False,True,True,Municipality
611,Construction of Doctors Houses - Lebululi,Ermera,PDIM,USD,67508.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,675080.0,Activity record,,False,True,True,Municipality
612,Construction of Bridge Beret and Rehabilitation of Road - Hatolia A,Ermera,PDIM,USD,178087.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,2. Energy Access & Affordability,1. Social Capital,,,1780870.0,Activity record,,False,True,True,Municipality
613,Maintenance and Extension of Room of Authority - Talimoro,Ermera,PDIM,USD,42028.0,2025,2026.0,GovTL,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,420280.0,Activity record,,False,True,True,Municipality
614,Construction of Bridge Atsabe and Landfill at the Municipality Building - Ermera,Ermera,PDIM,USD,24411.0,2025,2025.0,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,244110.0,Activity record,,False,True,True,Municipality
615,Construction of Protection Fence for the Building of the Municipal Services for Public Works and Transport - Talimoro,Ermera,PDIM,USD,18031.0,2025,2025.0,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,180310.0,Activity record,,False,True,True,Municipality
455,Municipal Integrated Development Planning,Lautem,PDIM,USD,558862.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,5588620.0,Activity record,,False,True,True,Municipality
457,Municipal Integrated Development Planning,Lautem,PDIM,USD,396731.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,3967310.0,Activity record,,False,True,True,Municipality
473,Municipal Integrated Development Planning,Liquica,PDIM,USD,984171.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,9841710.0,Activity record,,False,True,True,Municipality
491,Municipal Integrated Development Planning,Manatuto,PDIM,USD,950900.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,9509000.0,Activity record,,False,True,True,Municipality
508,Municipal Integrated Development Planning,Manufahi,PDIM,USD,940701.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,9407010.0,Activity record,,False,True,True,Municipality
310,Municipal Support Service to the National Program for Village Development,Aileu,PNDS,USD,1333315.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,13333150.0,Activity record,,False,True,True,Municipality
352,The National Program for Village Development PNDS,Ainaro,PNDS,USD,1057601.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,10576010.0,Activity record,,False,True,True,Municipality
356,The National Program for Village Development PNDS,Baucau,PNDS,USD,3020112.0,2025,,GovTL,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,30201120.0,Activity record,,False,True,True,Municipality
394,Local Development - The National Program for Village Development PNDS,Bobonaro,PNDS,USD,2339141.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,23391410.0,Activity record,,False,True,True,Municipality
412,Administrative Decentralization and Local Authority - The National Program for Village Development PNDS,Covalima,PNDS,USD,1451805.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,14518050.0,Activity record,,False,True,True,Municipality
413,Local Development - The National Program for Village Development PNDS,Dili,PNDS,USD,1188178.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,11881780.0,Activity record,,False,True,True,Municipality
453,Local Development - The National Program for Village Development PNDS,Lautem,PNDS,USD,1285102.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,12851020.0,Activity record,,False,True,True,Municipality
471,Local Development - The National Program for Village Development PNDS,Liquica,PNDS,USD,1135000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,11350000.0,Activity record,,False,True,True,Municipality
489,Local Development - The National Program for Village Development PNDS,Manatuto,PNDS,USD,1128772.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,11287720.0,Activity record,,False,True,True,Municipality
506,Local Development - The National Program for Village Development PNDS,Manufahi,PNDS,USD,1186567.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,11865670.0,Activity record,,False,True,True,Municipality
532,Local Development - The National Program for Village Development PNDS,Viqueque,PNDS,USD,1671899.0,2025,,GovTL,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,,16718990.0,Activity record,,False,True,True,Municipality
10,Construction of protection wall for water source,Atauro,Protection & Sanitation,USD,44000.0,2024,,GovTL,GovTL,Ongoing - Active,5. Job & social protection,2. Infrastructure development,,,440000.0,Activity record,,False,True,True,Municipality
26,Enabling Participation in International Carbon Markets,Timor-Leste,Public Sector Management,USD,1050000.0,2024,,ADB,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",3. Economic Development,,,10500000.0,Activity record,,False,True,True,National
29,Integrated Nutrition and Adaptive Social Protection for Increased Resilience (INSPIRE),Timor-Leste,Public Sector Management,USD,2500000.0,2024,,ADB,Not identified,Ongoing - Active,1. Transformation Food Systems,1. Social Capital,,,25000000.0,Activity record,,False,True,True,National
31,Enhancing Asia and the Pacific's Readiness for Resilient Disaster Recovery,Timor-Leste,Public Sector Management,USD,2000000.0,2024,,ADB,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",1. Social Capital,,,20000000.0,Activity record,,False,True,True,National
33,Macroeconomic Policy for Debt Sustainability and Climate Resilience,Timor-Leste,Public Sector Management,USD,7500000.0,2024,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,75000000.0,Activity record,,False,True,True,National
41,Enhancing Effectiveness of Subregional Programs to Advance Regional Cooperation and Integration in Southeast Asia (Phase 2),Timor-Leste,Public Sector Management,USD,2000000.0,2023,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,20000000.0,Activity record,,False,True,True,National
42,Supporting Timor-Leste Government Capacity for Planning and Participation in Regional Mechanism and Integration,Timor-Leste,Public Sector Management,USD,225000.0,2023,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,2250000.0,Activity record,,False,True,True,National
43,Operationalizing the Community Resilience Partnership Program,Timor-Leste,Public Sector Management,USD,4708000.0,2023,,ADB,Not identified,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,47080000.0,Activity record,,False,True,True,National
44,Developing Inclusive and Resilient Social Protection Systems in Asia and the Pacific,Timor-Leste,Public Sector Management,USD,1100000.0,2023,,ADB,Not identified,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,,11000000.0,Activity record,,False,True,True,National
46,Bridging the Gap Between Climate Adaptation Planning and Financing,Timor-Leste,Public Sector Management,USD,4708000.0,2023,,ADB,Not identified,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,,47080000.0,Activity record,,False,True,True,National
112,PROSIVU: A Partnership for Inclusive Prosperity / Parseria Ba Prosperidade Inklusivu,Timor-Leste,Public Sector Management,USD,46601000.0,2023,2026.0,DFAT,Not identified,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,,466010000.0,Activity record,,False,True,True,National
117,Direct Budget Support,Timor-Leste,Public Sector Management,USD,32312500.0,2023,2025.0,DFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,323125000.0,Activity record,,False,True,True,National
135,English Language Training for Officials - Renewable Energy - Intake 58,Timor-Leste,Public Sector Management,USD,1051000.0,2023,2024.0,MFAT,Not identified,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,,10510000.0,Activity record,,False,True,True,National
136,English Language Training for Officials Agriculture and Rural Development: Intake 59,Timor-Leste,Public Sector Management,USD,1080000.0,2023,2025.0,MFAT,Not identified,Ongoing - Active,4. Transforming Education,1. Social Capital,,,10800000.0,Activity record,,False,True,True,National
248,Partnership for Public Financial Management (PFM) and Digital Transition in Timor-Leste” (PADIT-TL) project,Timor-Leste,Public Sector Management,USD,13632000.0,2025,2027.0,EU,"GovT, UNDP",Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,,136320000.0,Activity record,,False,True,True,National
252,Pro PALOP-TL (PHASE III) Regional Economic Governance Program,Timor-Leste,Public Sector Management,USD,8495000.0,2023,2026.0,EU,UNDP,Ongoing - Active,"6. Climate, Biodiversity & Pollution",4. Institutional Framework,,,84950000.0,Activity record,,False,True,True,National
676,Policy Advice for COVID-19 Economic Recovery in Southeast Asia (Phase II),Timor-Leste,Public Sector Management,USD,2500000.0,2023,2025.0,ADB,,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,25000000.0,Activity record,,False,True,True,National
677,Sovereign Debt Analytics and Management Support,Timor-Leste,Public Sector Management,USD,1500000.0,2023,2025.0,ADB,,Ongoing - Active,4. Transforming Education,4. Institutional Framework,,,15000000.0,Activity record,,False,True,True,National
688,"Empowered youth monitor civic space in Timor-Leste (Aileu, Ainaro and Dili)",Manufahi,Road & Bridge Maintainance and Road Construction,USD,573866.96,2023,2025.0,GovTL,GovTL,Completed,4. Transforming Education,1. Social Capital,,,57386696.0,Activity record,,False,True,True,Municipality
57,UNDP Timor-Leste Accelerator Lab,Timor-Leste,Technology,USD,1346852.0,2023,2025.0,Government of Germany,UNDP,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,13468520.0,Activity record,,False,True,True,National
685,UNDP Timor-Leste Accelerator Lab,Timor-Leste,Technology,USD,1346852.0,2023,2025.0,Government of Germany,UNDP,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,13468520.0,Activity record,,False,True,True,National
325,Promotion of Timor-Leste as a Tourist Destination,Aileu,"Tourism, Recreation, and Sport",USD,2000.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,,20000.0,Activity record,,False,True,True,Municipality
342,Promotion of Timor-Leste as a Tourist Destination - Development of Community-based Tourism,Ainaro,"Tourism, Recreation, and Sport",USD,5600.0,2025,,GovTL,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,,56000.0,Activity record,,False,True,True,Municipality
